Area,Location_Score,Square_Feet,Num_Bedrooms,Building_Age,Owner_Name,Street_Address,Price_BDT
Police Line,3.1,1916,3,21,সৌম্য মোড়ল,"৩৬৬, কমলগড়, Police Line, Cumilla",7537244.75
Chawkbazar,2.2,1977,3,24,মাধুরী মৃধা,"৩২৬, পুরাতন মহাদেবমাটি, Chawkbazar, Cumilla",7364061.92
Shashongacha,2.0,1386,2,16,নাইম খান,"২, মিরস্টেশন, Shashongacha, Cumilla",4866302.53
Jhawtala,3.8,2105,3,9,তন্ময় প্রধান,"৩৮, মধ্য তারাহার, Jhawtala, Cumilla",10212539.98
Bagichagaon,3.5,1976,3,18,আতাহার খান,"৩, পশ্চিম বাঘারনগর, Bagichagaon, Cumilla",8871661.83
Kandirpar,4.0,1272,2,11,শাহাবাজ তালুকদার,"৮১১, পূর্ব ফকিররাস্তা, Kandirpar, Cumilla",6696332.49
Police Line,3.1,1488,2,14,আশ্বিনী মজুমদার,"৮৮, পশ্চিম রানীহার স্ট্যান্ড, Police Line, Cumilla",5961257.38
Dharmapur,1.8,1628,2,20,বাকের কাদের,"৪, নতুন বিজয়হার, Dharmapur, Cumilla",5712034.73
Kotbari,2.5,2138,3,12,শহিদুল মোড়ল,"২৬, কেশবগঞ্জ স্ট্যান্ড, Kotbari, Cumilla",8574484.37
Shashongacha,2.0,2382,4,16,প্রদ্যুম্ন বিশ্বাস,"৭৫৪, পশ্চিম জীবনমাটি সড়ক, Shashongacha, Cumilla",9589818.66
Dharmapur,1.8,1431,2,17,অক্ষয় পাল,"৭৭২, পুরাতন দেবীচর, Dharmapur, Cumilla",5497537.69
Bagichagaon,3.5,1339,2,2,ইশিতা মোড়ল,"৫৭, পশ্চিম জীবনহাট প্লাজা, Bagichagaon, Cumilla",6427694.9
Police Line,3.1,2007,3,22,নয়ন রহমান,"৬৮২, জীবনবাড়ি সেন্টার, Police Line, Cumilla",8614765.04
Kandirpar,4.0,2044,3,14,জনা চৌধুরী,"২৯, মানিকবাড়ি গলি, Kandirpar, Cumilla",9284523.85
Bagichagaon,3.5,1980,3,7,ইউসুফ হাকিম,"৭২, কালিয়াগঞ্জ রাস্তা, Bagichagaon, Cumilla",9050244.67
Race Course,3.2,1304,2,12,রায়হান সরকার,"১, পশ্চিম তারাহাট রোড, Race Course, Cumilla",5834605.15
Race Course,3.2,996,2,14,অভি বসু,"৭৭৬, পূর্ব মোহনগাঁও, Race Course, Cumilla",4063509.53
Shashongacha,2.0,1216,2,23,অদিতি পাল,"৫, নতুন বিরামপুর, Shashongacha, Cumilla",4947103.67
Kandirpar,4.0,1843,3,5,মুশফিক আওয়াল,"৬, ফটিকখালি, Kandirpar, Cumilla",8644929.82
Dharmapur,1.8,1340,2,23,হৈমন্তী প্রধান,"৯, ফুলস্টেশন, Dharmapur, Cumilla",4471868.1
Jhawtala,3.8,1389,2,12,প্রদ্যুম্ন সিং,"৫০, দক্ষিণ জীবনবাজার চত্বর, Jhawtala, Cumilla",6973317.88
Kotbari,2.5,1131,2,20,রায়হান কাদের,"৩, উত্তর আলিপার্ক, Kotbari, Cumilla",4987178.81
Police Line,3.1,2102,3,10,সাবের প্রামানিক,"৭, পুরাতন লালদিয়া স্ট্যান্ড, Police Line, Cumilla",9066119.43
Police Line,3.1,1503,2,21,জয়দীপ প্রামানিক,"৮৭, মধ্য মাধবচর রোড, Police Line, Cumilla",6863656.76
Jhawtala,3.8,1480,2,17,প্রশান্ত আচার্য্য,"২, শরণদিয়া, Jhawtala, Cumilla",7496735.59
Kandirpar,4.0,2109,3,2,অর্ক পোদ্দার,"২৩, পূর্ব হাজীগড়, Kandirpar, Cumilla",10080062.04
Dharmapur,1.8,1379,2,15,শ্রাবনী কাদের,"৫২, নতুন মির্জাগাঁও, Dharmapur, Cumilla",5570538.14
Kotbari,2.5,1270,2,19,অলোকা প্রামানিক,"৭, উত্তর দাউদদিয়া এভিনিউ, Kotbari, Cumilla",5664634.13
Jhawtala,3.8,2519,4,10,শুভশ্রী মোড়ল,"৪, করিমঘাট, Jhawtala, Cumilla",10763702.41
Dharmapur,1.8,1995,3,21,বাকের হক,"২, পূর্ব ফকিরনগর মহাসড়ক, Dharmapur, Cumilla",6533647.54
Shashongacha,2.0,1905,3,20,প্রিয়ম বর্মন,"৭৭, পূর্ব গোপালমোড়, Shashongacha, Cumilla",7272736.58
Chawkbazar,2.2,1283,2,16,তন্ময় কুমার,"৬, কালিয়াহার, Chawkbazar, Cumilla",6285991.78
Tomsom Bridge,3.0,1569,2,10,অভিষেক সিনহা,"৭০, নতুন হাজীপুর চত্বর, Tomsom Bridge, Cumilla",7643607.94
Kotbari,2.5,1029,2,2,জনা মজুমদার,"৬৭৪, নড়িয়াগড়, Kotbari, Cumilla",4481470.73
Kandirpar,4.0,1799,3,19,বৃষ্টি প্রামানিক,"৯৪, সদরদিয়া গলি, Kandirpar, Cumilla",7934304.59
Tomsom Bridge,3.0,1847,3,17,জয়ন্ত সেন,"৬৪, মিরতলা, Tomsom Bridge, Cumilla",7837811.14
Chawkbazar,2.2,800,2,23,মৃনাল বাগচী,"৯৮৬, বন্দরগলি, Chawkbazar, Cumilla",3972887.66
Dharmapur,1.8,1991,3,18,প্রিয় ঘোষ,"৩০০, বদরমাটি পার্ক, Dharmapur, Cumilla",7539953.05
Dharmapur,1.8,1735,3,16,রাজ মজুমদার,"২৬, নতুন নড়িয়াহাট, Dharmapur, Cumilla",5565047.03
Bagichagaon,3.5,1894,3,14,আলিয়া মোড়ল,"৯০, মধ্য কাজীখালি, Bagichagaon, Cumilla",8086088.81
Kotbari,2.5,1629,2,18,সুরভি মিঞা,"৬, মধ্য আনোয়ারসড়ক, Kotbari, Cumilla",6883781.68
Jhawtala,3.8,1663,3,5,আবির আওয়াল,"৫৩১, দক্ষিণ ইসলামহাট, Jhawtala, Cumilla",7650959.88
Chawkbazar,2.2,1471,2,12,আজম তালুকদার,"৪৫৬, অভয়তলা, Chawkbazar, Cumilla",5928771.51
Chawkbazar,2.2,2138,3,6,আশা গঙ্গোপাধ্যায়,"৭১৮, হাকিমগাঁও, Chawkbazar, Cumilla",8875024.38
Shashongacha,2.0,1656,3,3,শ্রাবন্তী বেগম,"৯, উত্তর বাঘারমোড়, Shashongacha, Cumilla",6375992.25
Race Course,3.2,2110,3,0,শহিদুল আবদুল্লাহ,"৩৯, নতুন বিজয়নগর, Race Course, Cumilla",8903176.07
Shashongacha,2.0,2080,3,13,অমল পাণ্ডে,"৯, পুরাতন ফুলএভিনিউ, Shashongacha, Cumilla",7762744.65
Race Course,3.2,2004,3,12,সুশান্ত চৌধুরী,"৬, আলমগাঁও, Race Course, Cumilla",8414309.07
Chawkbazar,2.2,1500,2,1,আমায়া বিশ্বাস,"৭৪০, মধ্য নালিতাগ্রাম, Chawkbazar, Cumilla",6069838.63
Tomsom Bridge,3.0,1558,2,16,ইমতিয়াজ আবদুল্লাহ,"৩০, বাকেরগাঁও, Tomsom Bridge, Cumilla",7412959.86
Race Course,3.2,1724,3,13,মুনতাসির উদ্দিন,"৮, পূর্ব হাকিমমহাসড়ক, Race Course, Cumilla",7879397.44
Kotbari,2.5,1406,2,24,আশা সিং,"৭৯৬, তেরস্ট্যান্ড, Kotbari, Cumilla",5763399.72
Shashongacha,2.0,2001,3,11,লিটন বসু,"২৮০, নন্দীবাড়ি মহল্লা, Shashongacha, Cumilla",7652788.93
Chawkbazar,2.2,1545,2,3,রহিম মজুমদার,"৪, পশ্চিম পার্বতীগড়, Chawkbazar, Cumilla",5500765.35
Race Course,3.2,1602,2,6,আব্বাস সিনহা,"৭৮৬, পূর্ব জীবনগঞ্জ, Race Course, Cumilla",7945303.54
Kandirpar,4.0,1359,2,2,রহিম তালুকদার,"৭৮, মধ্য শিবস্ট্যান্ড, Kandirpar, Cumilla",7093930.84
Shashongacha,2.0,2092,3,15,মিনা জাহান,"৬, বিশ্বনাথগাঁও, Shashongacha, Cumilla",7910655.93
Kandirpar,4.0,909,2,19,রায়হান মন্ডল,"৭১৭, পুরাতন শ্যামস্ট্যান্ড, Kandirpar, Cumilla",5162396.04
Kandirpar,4.0,1399,2,4,বাসির চৌধুরী,"৭৫, পশ্চিম পার্বতীডাঙ্গা, Kandirpar, Cumilla",7418995.62
Kandirpar,4.0,1133,2,13,ইজাজ সিনহা,"২৭, নতুন চিতলবাড়ি প্লাজা, Kandirpar, Cumilla",5392094.95
Kandirpar,4.0,1822,3,9,অঞ্জনা সিনহা,"১, সখিনগর সেন্টার, Kandirpar, Cumilla",8037726.09
Tomsom Bridge,3.0,1235,2,19,মিলা ঘোষ,"৬৭০, হাকিমপাড়া, Tomsom Bridge, Cumilla",5304639.86
Chawkbazar,2.2,1810,3,17,ইমন প্রামানিক,"৮৭৩, হোসেনডাঙ্গা গলি, Chawkbazar, Cumilla",6619989.94
Dharmapur,1.8,1690,3,15,চঞ্চল মৃধা,"৭, পূর্ব ইসলামখালি পার্ক, Dharmapur, Cumilla",5966355.44
Tomsom Bridge,3.0,1400,2,18,তামিম ইসলাম,"৭৮, পূর্ব তারামোড়, Tomsom Bridge, Cumilla",6270037.1
Jhawtala,3.8,1586,2,12,প্রিতম আক্তার,"১৫, হাজীপুর রোড, Jhawtala, Cumilla",7961256.47
Jhawtala,3.8,1456,2,4,আজাদ সরকার,"১৩, পুরাতন জগন্নাথহার, Jhawtala, Cumilla",6861757.35
Jhawtala,3.8,1543,2,20,রাজু কাদের,"৬২, দক্ষিণ পাইকস্ট্যান্ড, Jhawtala, Cumilla",6764674.24
Tomsom Bridge,3.0,1017,2,12,ইউসুফ সরকার,"১৭৬, পুরাতন শাজাহানগাঁও মহল্লা, Tomsom Bridge, Cumilla",3999943.41
Kandirpar,4.0,1291,2,5,বাঁধন দাস,"২২, দক্ষিণ নড়িয়ারাস্তা, Kandirpar, Cumilla",7027745.54
Dharmapur,1.8,1924,3,7,রিনা মজুমদার,"৩৭৫, নতুন বিরামনগর, Dharmapur, Cumilla",7718610.6
Shashongacha,2.0,1518,2,7,ঈশানি দেব,"৯৬, পূর্ব কেশবপার্ক, Shashongacha, Cumilla",5945245.42
Kandirpar,4.0,1458,2,11,খুশি সরকার,"২৬৯, নতুন বাজিতনগর পাড়া, Kandirpar, Cumilla",7412904.69
Shashongacha,2.0,1468,2,12,অর্পিতা গাঙ্গুলি,"২২, উত্তর তেরপাড়া, Shashongacha, Cumilla",5627775.4
Tomsom Bridge,3.0,1994,3,12,সুরভি পাল,"৬৫২, দেবকর্নার, Tomsom Bridge, Cumilla",8926148.75
Dharmapur,1.8,2346,4,5,জনা তালুকদার,"৭৬৬, মোল্লাগ্রাম রাস্তা, Dharmapur, Cumilla",8863801.81
Police Line,3.1,1283,2,11,মুনতাকিম উদ্দিন,"৯৭২, বাঘারগাঁও এভিনিউ, Police Line, Cumilla",5532109.47
Dharmapur,1.8,1485,2,8,খুশি সুলতানা,"৫, হাজীবাজার স্টেশন, Dharmapur, Cumilla",5019720.27
Race Course,3.2,1922,3,21,তনয় মিশ্র,"৬৭২, পুরাতন জগন্নাথরাস্তা, Race Course, Cumilla",8093744.1
Race Course,3.2,1929,3,16,সাব্বির কাদের,"৬, কেশবস্ট্যান্ড, Race Course, Cumilla",8473378.1
Bagichagaon,3.5,1232,2,0,আদি কাদের,"১৯, মির্জাপুর মহাসড়ক, Bagichagaon, Cumilla",6438564.72
Dharmapur,1.8,1452,2,19,আলিয়া মৃধা,"৮৪৫, পশ্চিম কালিয়াগলি, Dharmapur, Cumilla",5925088.04
Kotbari,2.5,1829,3,5,অভিষেক মন্ডল,"৮৫৬, রামকর্নার, Kotbari, Cumilla",7841702.84
Kandirpar,4.0,1071,2,16,আব্বাস মৃধা,"৮১, পূর্ব মোহনরাস্তা, Kandirpar, Cumilla",6576952.02
Dharmapur,1.8,1191,2,19,ঈশানি মন্ডল,"৩৯, পশ্চিম ফটিকহাট পাড়া, Dharmapur, Cumilla",4335405.94
Dharmapur,1.8,1691,3,14,কাফি মোড়ল,"৭৩, ব্রাহ্মণমাটি, Dharmapur, Cumilla",6531527.34
Race Course,3.2,2155,3,19,মিলন মৃধা,"৭, মোল্লাগঞ্জ, Race Course, Cumilla",8151120.98
Jhawtala,3.8,1351,2,12,লিটন খান,"১০৭, পশ্চিম ফকিরহার, Jhawtala, Cumilla",7215513.61
Jhawtala,3.8,1542,2,9,শুভ হক,"৮৪৫, মধ্য অভয়নগর, Jhawtala, Cumilla",7113938.97
Bagichagaon,3.5,1505,2,9,মুশফিক খানম,"৩, উত্তর সিরাজনগর, Bagichagaon, Cumilla",7420956.61
Race Course,3.2,1172,2,15,ইজাজ সরকার,"১, বটিয়াবাড়ি ঘাট, Race Course, Cumilla",5986017.47
Dharmapur,1.8,2012,3,1,কাফি বেগম,"৭৯১, বদরহার স্ট্যান্ড, Dharmapur, Cumilla",7601016.03
Tomsom Bridge,3.0,1702,3,16,একরামুল বিশ্বাস,"৮২৮, মধ্য বটিয়াহার প্লাজা, Tomsom Bridge, Cumilla",7624885.23
Shashongacha,2.0,1817,3,11,প্রিয় মন্ডল,"৬১, বদরখালি রাস্তা, Shashongacha, Cumilla",7460530.16
Chawkbazar,2.2,1285,2,0,লতা মজুমদার,"৮, মুরাদদিয়া কর্নার, Chawkbazar, Cumilla",5482064.03
Police Line,3.1,2003,3,10,প্রীতি সরকার,"৭, জগন্নাথখালি, Police Line, Cumilla",8783910.13
Kotbari,2.5,1474,2,12,আসাদ মোড়ল,"৪৫৫, দক্ষিণ আনোয়ারবাজার স্টেশন, Kotbari, Cumilla",5937894.16
Jhawtala,3.8,1725,3,22,খুশি দাশগুপ্তা,"৩, মির্জাচত্বর, Jhawtala, Cumilla",7785711.51
Kandirpar,4.0,1368,2,23,মুনতাসির জামান,"৮, উত্তর আলমহার, Kandirpar, Cumilla",7523087.39
Kotbari,2.5,1735,3,14,মিম ব্যানার্জি,"৯০০, শিবগ্রাম লেন, Kotbari, Cumilla",6680782.98
Chawkbazar,2.2,858,2,22,ইউসুফ মৃধা,"৩১, দক্ষিণ শিবলেন, Chawkbazar, Cumilla",3191046.53
Jhawtala,3.8,1940,3,17,প্রিয়ম তালুকদার,"৩২৩, দক্ষিণ চৌদ্দগঞ্জ গলি, Jhawtala, Cumilla",8518249.77
Dharmapur,1.8,993,2,15,নাইম আরা,"৬, মোড়লখালি স্টেশন, Dharmapur, Cumilla",3531311.31
Shashongacha,2.0,1700,3,14,আনিস বিশ্বাস,"৮৬৯, নতুন মোড়লমহল্লা, Shashongacha, Cumilla",6498727.78
Bagichagaon,3.5,1498,2,6,রুদ্র হক,"৬৩, হোসেনগাঁ, Bagichagaon, Cumilla",6934087.31
Race Course,3.2,1990,3,21,আরুণি সেন,"৮৫, বাজিতমাটি মোড়, Race Course, Cumilla",8769957.82
Kandirpar,4.0,1541,2,1,মোস্তাফিজ ইসলাম,"৩৫, সুবর্ণহার, Kandirpar, Cumilla",7872140.06
Kotbari,2.5,1728,3,2,অভিষেক মন্ডল,"৬৯, মিরমহল্লা, Kotbari, Cumilla",6762646.81
Kandirpar,4.0,1232,2,19,কাফি আওয়াল,"৮৬১, রামনগর, Kandirpar, Cumilla",5869011.4
Chawkbazar,2.2,1673,3,9,আবু রহমান,"১, রানীপার্ক, Chawkbazar, Cumilla",7177075.97
Race Course,3.2,1514,2,18,ইকবাল তাবাসসুম,"৭৫, কেশবপাড়া, Race Course, Cumilla",5816788.04
Shashongacha,2.0,1204,2,24,তামিম মিঞা,"২৫১, মধ্য বকশীরাস্তা, Shashongacha, Cumilla",5036629.72
